"","Case.Status","WHO.region","Date","cases"
"748","Confirmed","African Region",2020-01-28,0
"749","Confirmed","African Region",2020-01-29,0
"750","Confirmed","African Region",2020-01-30,0
"751","Confirmed","African Region",2020-01-31,0
"752","Confirmed","African Region",2020-02-01,0
"753","Confirmed","African Region",2020-02-02,0
"754","Confirmed","African Region",2020-02-03,0
"755","Confirmed","African Region",2020-02-04,0
"756","Confirmed","African Region",2020-02-05,0
"757","Confirmed","African Region",2020-02-06,0
"758","Confirmed","African Region",2020-02-07,0
"759","Confirmed","African Region",2020-02-08,0
"760","Confirmed","African Region",2020-02-09,0
"761","Confirmed","African Region",2020-02-10,0
"762","Confirmed","African Region",2020-02-11,0
"763","Confirmed","African Region",2020-02-12,0
"764","Confirmed","African Region",2020-02-13,0
"765","Confirmed","African Region",2020-02-14,0
"766","Confirmed","African Region",2020-02-15,0
"767","Confirmed","African Region",2020-02-16,0
"768","Confirmed","African Region",2020-02-17,0
"769","Confirmed","African Region",2020-02-18,0
"770","Confirmed","African Region",2020-02-19,0
"771","Confirmed","African Region",2020-02-20,0
"772","Confirmed","African Region",2020-02-21,0
"773","Confirmed","African Region",2020-02-22,0
"774","Confirmed","African Region",2020-02-23,0
"775","Confirmed","African Region",2020-02-24,0
"776","Confirmed","African Region",2020-02-25,0
"777","Confirmed","African Region",2020-02-26,0
"778","Confirmed","African Region",2020-02-27,0
"779","Confirmed","African Region",2020-02-28,0
"780","Confirmed","African Region",2020-02-29,0
"781","Confirmed","African Region",2020-03-01,0
"782","Confirmed","African Region",2020-03-02,0
"783","Confirmed","African Region",2020-03-03,0
"784","Confirmed","African Region",2020-03-04,0
"785","Confirmed","African Region",2020-03-05,0
"786","Confirmed","African Region",2020-03-06,0
"787","Confirmed","African Region",2020-03-07,0
"788","Confirmed","African Region",2020-03-08,0
"789","Confirmed","African Region",2020-03-09,0
"790","Confirmed","African Region",2020-03-10,0
"791","Confirmed","African Region",2020-03-11,0
"792","Confirmed","African Region",2020-03-12,0
"793","Confirmed","African Region",2020-03-13,0
"794","Confirmed","African Region",2020-03-14,0
"795","Confirmed","African Region",2020-03-15,0
"796","Confirmed","African Region",2020-03-16,0
"797","Confirmed","African Region",2020-03-17,228
"798","Confirmed","African Region",2020-03-18,233
"799","Confirmed","African Region",2020-03-19,367
"800","Confirmed","African Region",2020-03-20,473
"801","Confirmed","African Region",2020-03-21,572
"802","Confirmed","African Region",2020-03-22,739
"803","Confirmed","African Region",2020-03-23,990
"804","Confirmed","African Region",2020-03-24,1305
"805","Confirmed","African Region",2020-03-25,1664
"806","Confirmed","African Region",2020-03-26,1937
"807","Confirmed","African Region",2020-03-27,2419
"808","Confirmed","African Region",2020-03-28,2831
"809","Confirmed","African Region",2020-03-29,3004
"810","Confirmed","African Region",2020-03-30,3486
"811","Confirmed","African Region",2020-03-31,3786
"812","Confirmed","African Region",2020-04-01,4073
"813","Confirmed","African Region",2020-04-02,4702
"814","Confirmed","African Region",2020-04-03,5263
"815","Deaths","African Region",2020-01-21,0
"816","Deaths","African Region",2020-01-22,0
"817","Deaths","African Region",2020-01-23,0
"818","Deaths","African Region",2020-01-24,0
"819","Deaths","African Region",2020-01-25,0
"820","Deaths","African Region",2020-01-26,0
"821","Deaths","African Region",2020-01-27,0
"822","Deaths","African Region",2020-01-28,0
"823","Deaths","African Region",2020-01-29,0
"824","Deaths","African Region",2020-01-30,0
"825","Deaths","African Region",2020-01-31,0
"826","Deaths","African Region",2020-02-01,0
"827","Deaths","African Region",2020-02-02,0
"828","Deaths","African Region",2020-02-03,0
"829","Deaths","African Region",2020-02-04,0
"830","Deaths","African Region",2020-02-05,0
"831","Deaths","African Region",2020-02-06,0
"832","Deaths","African Region",2020-02-07,0
"833","Deaths","African Region",2020-02-08,0
"834","Deaths","African Region",2020-02-09,0
"835","Deaths","African Region",2020-02-10,0
"836","Deaths","African Region",2020-02-11,0
"837","Deaths","African Region",2020-02-12,0
"838","Deaths","African Region",2020-02-13,0
"839","Deaths","African Region",2020-02-14,0
"840","Deaths","African Region",2020-02-15,0
"841","Deaths","African Region",2020-02-16,0
"842","Deaths","African Region",2020-02-17,0
"843","Deaths","African Region",2020-02-18,0
"844","Deaths","African Region",2020-02-19,0
"845","Deaths","African Region",2020-02-20,0
"846","Deaths","African Region",2020-02-21,0
"847","Deaths","African Region",2020-02-22,0
"848","Deaths","African Region",2020-02-23,0
"849","Deaths","African Region",2020-02-24,0
"850","Deaths","African Region",2020-02-25,0
"851","Deaths","African Region",2020-02-26,0
"852","Deaths","African Region",2020-02-27,0
"853","Deaths","African Region",2020-02-28,0
"854","Deaths","African Region",2020-02-29,0
"855","Deaths","African Region",2020-03-01,0
"856","Deaths","African Region",2020-03-02,0
"857","Deaths","African Region",2020-03-03,0
"858","Deaths","African Region",2020-03-04,0
"859","Deaths","African Region",2020-03-05,0
"860","Deaths","African Region",2020-03-06,0
"861","Deaths","African Region",2020-03-07,0
"862","Deaths","African Region",2020-03-08,0
"863","Deaths","African Region",2020-03-09,0
"864","Deaths","African Region",2020-03-10,0
"865","Deaths","African Region",2020-03-11,0
"866","Deaths","African Region",2020-03-12,0
"867","Deaths","African Region",2020-03-13,0
"868","Deaths","African Region",2020-03-14,0
"869","Deaths","African Region",2020-03-15,0
"870","Deaths","African Region",2020-03-16,0
"871","Deaths","African Region",2020-03-17,4
"872","Deaths","African Region",2020-03-18,4
"873","Deaths","African Region",2020-03-19,7
"874","Deaths","African Region",2020-03-20,8
"875","Deaths","African Region",2020-03-21,12
"876","Deaths","African Region",2020-03-22,20
"877","Deaths","African Region",2020-03-23,23
"878","Deaths","African Region",2020-03-24,26
"879","Deaths","African Region",2020-03-25,29
"880","Deaths","African Region",2020-03-26,31
"881","Deaths","African Region",2020-03-27,39
"882","Deaths","African Region",2020-03-28,47
"883","Deaths","African Region",2020-03-29,51
"884","Deaths","African Region",2020-03-30,60
"885","Deaths","African Region",2020-03-31,77
"886","Deaths","African Region",2020-04-01,91
"887","Deaths","African Region",2020-04-02,127
"888","Deaths","African Region",2020-04-03,164
