"","Country.Region","WHO.region","Dates","Cases","Date","Type","Date_Flag","lockdown","CENTER_LON","CENTER_LAT"
"27","Afghanistan","Eastern Mediterranean Region",2020-02-16,0,2020-03-24,1,0,1,66.02652977,33.83890116
"28","Afghanistan","Eastern Mediterranean Region",2020-02-17,0,2020-03-24,1,0,1,66.02652977,33.83890116
"29","Afghanistan","Eastern Mediterranean Region",2020-02-18,0,2020-03-24,1,0,1,66.02652977,33.83890116
"30","Afghanistan","Eastern Mediterranean Region",2020-02-19,0,2020-03-24,1,0,1,66.02652977,33.83890116
"31","Afghanistan","Eastern Mediterranean Region",2020-02-20,0,2020-03-24,1,0,1,66.02652977,33.83890116
"32","Afghanistan","Eastern Mediterranean Region",2020-02-21,0,2020-03-24,1,0,1,66.02652977,33.83890116
"33","Afghanistan","Eastern Mediterranean Region",2020-02-22,0,2020-03-24,1,0,1,66.02652977,33.83890116
"34","Afghanistan","Eastern Mediterranean Region",2020-02-23,0,2020-03-24,1,0,1,66.02652977,33.83890116
"35","Afghanistan","Eastern Mediterranean Region",2020-02-24,0,2020-03-24,1,0,1,66.02652977,33.83890116
"36","Afghanistan","Eastern Mediterranean Region",2020-02-25,1,2020-03-24,1,0,1,66.02652977,33.83890116
"37","Afghanistan","Eastern Mediterranean Region",2020-02-26,1,2020-03-24,1,0,1,66.02652977,33.83890116
"38","Afghanistan","Eastern Mediterranean Region",2020-02-27,1,2020-03-24,1,0,1,66.02652977,33.83890116
"39","Afghanistan","Eastern Mediterranean Region",2020-02-28,1,2020-03-24,1,0,1,66.02652977,33.83890116
"40","Afghanistan","Eastern Mediterranean Region",2020-02-29,1,2020-03-24,1,0,1,66.02652977,33.83890116
"41","Afghanistan","Eastern Mediterranean Region",2020-03-01,1,2020-03-24,1,0,1,66.02652977,33.83890116
"42","Afghanistan","Eastern Mediterranean Region",2020-03-02,1,2020-03-24,1,0,1,66.02652977,33.83890116
"43","Afghanistan","Eastern Mediterranean Region",2020-03-03,1,2020-03-24,1,0,1,66.02652977,33.83890116
"44","Afghanistan","Eastern Mediterranean Region",2020-03-04,1,2020-03-24,1,0,1,66.02652977,33.83890116
"45","Afghanistan","Eastern Mediterranean Region",2020-03-05,1,2020-03-24,1,0,1,66.02652977,33.83890116
"46","Afghanistan","Eastern Mediterranean Region",2020-03-06,1,2020-03-24,1,0,1,66.02652977,33.83890116
"47","Afghanistan","Eastern Mediterranean Region",2020-03-07,1,2020-03-24,1,0,1,66.02652977,33.83890116
"48","Afghanistan","Eastern Mediterranean Region",2020-03-08,4,2020-03-24,1,0,1,66.02652977,33.83890116
"49","Afghanistan","Eastern Mediterranean Region",2020-03-09,4,2020-03-24,1,0,1,66.02652977,33.83890116
"50","Afghanistan","Eastern Mediterranean Region",2020-03-10,4,2020-03-24,1,0,1,66.02652977,33.83890116
"51","Afghanistan","Eastern Mediterranean Region",2020-03-11,4,2020-03-24,1,0,1,66.02652977,33.83890116
"52","Afghanistan","Eastern Mediterranean Region",2020-03-12,7,2020-03-24,1,0,1,66.02652977,33.83890116
"53","Afghanistan","Eastern Mediterranean Region",2020-03-13,7,2020-03-24,1,0,1,66.02652977,33.83890116
"54","Afghanistan","Eastern Mediterranean Region",2020-03-14,7,2020-03-24,1,0,1,66.02652977,33.83890116
"55","Afghanistan","Eastern Mediterranean Region",2020-03-15,10,2020-03-24,1,0,1,66.02652977,33.83890116
"56","Afghanistan","Eastern Mediterranean Region",2020-03-16,16,2020-03-24,1,0,1,66.02652977,33.83890116
"57","Afghanistan","Eastern Mediterranean Region",2020-03-17,21,2020-03-24,1,0,1,66.02652977,33.83890116
"58","Afghanistan","Eastern Mediterranean Region",2020-03-18,22,2020-03-24,1,0,1,66.02652977,33.83890116
"59","Afghanistan","Eastern Mediterranean Region",2020-03-19,22,2020-03-24,1,0,1,66.02652977,33.83890116
"60","Afghanistan","Eastern Mediterranean Region",2020-03-20,22,2020-03-24,1,0,1,66.02652977,33.83890116
"61","Afghanistan","Eastern Mediterranean Region",2020-03-21,24,2020-03-24,1,0,1,66.02652977,33.83890116
"62","Afghanistan","Eastern Mediterranean Region",2020-03-22,24,2020-03-24,1,0,1,66.02652977,33.83890116
"63","Afghanistan","Eastern Mediterranean Region",2020-03-23,40,2020-03-24,1,0,1,66.02652977,33.83890116
"64","Afghanistan","Eastern Mediterranean Region",2020-03-24,42,2020-03-24,1,1,1,66.02652977,33.83890116
"65","Afghanistan","Eastern Mediterranean Region",2020-03-25,74,2020-03-24,1,1,1,66.02652977,33.83890116
"66","Afghanistan","Eastern Mediterranean Region",2020-03-26,80,2020-03-24,1,1,1,66.02652977,33.83890116
"67","Afghanistan","Eastern Mediterranean Region",2020-03-27,80,2020-03-24,1,1,1,66.02652977,33.83890116
"68","Afghanistan","Eastern Mediterranean Region",2020-03-28,106,2020-03-24,1,1,1,66.02652977,33.83890116
"69","Afghanistan","Eastern Mediterranean Region",2020-03-29,114,2020-03-24,1,1,1,66.02652977,33.83890116
"70","Afghanistan","Eastern Mediterranean Region",2020-03-30,114,2020-03-24,1,1,1,66.02652977,33.83890116
"71","Afghanistan","Eastern Mediterranean Region",2020-03-31,166,2020-03-24,1,1,1,66.02652977,33.83890116
"72","Afghanistan","Eastern Mediterranean Region",2020-04-01,192,2020-03-24,1,1,1,66.02652977,33.83890116
"73","Afghanistan","Eastern Mediterranean Region",2020-04-02,235,2020-03-24,1,1,1,66.02652977,33.83890116
"74","Afghanistan","Eastern Mediterranean Region",2020-04-03,269,2020-03-24,1,1,1,66.02652977,33.83890116
"75","Albania","European Region",2020-01-21,0,2020-03-08,1,0,1,20.06917817,41.14595803
"76","Albania","European Region",2020-01-22,0,2020-03-08,1,0,1,20.06917817,41.14595803
"77","Albania","European Region",2020-01-23,0,2020-03-08,1,0,1,20.06917817,41.14595803
"78","Albania","European Region",2020-01-24,0,2020-03-08,1,0,1,20.06917817,41.14595803
"79","Albania","European Region",2020-01-25,0,2020-03-08,1,0,1,20.06917817,41.14595803
"80","Albania","European Region",2020-01-26,0,2020-03-08,1,0,1,20.06917817,41.14595803
"81","Albania","European Region",2020-01-27,0,2020-03-08,1,0,1,20.06917817,41.14595803
"82","Albania","European Region",2020-01-28,0,2020-03-08,1,0,1,20.06917817,41.14595803
"83","Albania","European Region",2020-01-29,0,2020-03-08,1,0,1,20.06917817,41.14595803
"84","Albania","European Region",2020-01-30,0,2020-03-08,1,0,1,20.06917817,41.14595803
"85","Albania","European Region",2020-01-31,0,2020-03-08,1,0,1,20.06917817,41.14595803
"86","Albania","European Region",2020-02-01,0,2020-03-08,1,0,1,20.06917817,41.14595803
"87","Albania","European Region",2020-02-02,0,2020-03-08,1,0,1,20.06917817,41.14595803
"88","Albania","European Region",2020-02-03,0,2020-03-08,1,0,1,20.06917817,41.14595803
"89","Albania","European Region",2020-02-04,0,2020-03-08,1,0,1,20.06917817,41.14595803
"90","Albania","European Region",2020-02-05,0,2020-03-08,1,0,1,20.06917817,41.14595803
"91","Albania","European Region",2020-02-06,0,2020-03-08,1,0,1,20.06917817,41.14595803
"92","Albania","European Region",2020-02-07,0,2020-03-08,1,0,1,20.06917817,41.14595803
"93","Albania","European Region",2020-02-08,0,2020-03-08,1,0,1,20.06917817,41.14595803
"94","Albania","European Region",2020-02-09,0,2020-03-08,1,0,1,20.06917817,41.14595803
"95","Albania","European Region",2020-02-10,0,2020-03-08,1,0,1,20.06917817,41.14595803
"96","Albania","European Region",2020-02-11,0,2020-03-08,1,0,1,20.06917817,41.14595803
"97","Albania","European Region",2020-02-12,0,2020-03-08,1,0,1,20.06917817,41.14595803
"98","Albania","European Region",2020-02-13,0,2020-03-08,1,0,1,20.06917817,41.14595803
"99","Albania","European Region",2020-02-14,0,2020-03-08,1,0,1,20.06917817,41.14595803
"100","Albania","European Region",2020-02-15,0,2020-03-08,1,0,1,20.06917817,41.14595803
"101","Albania","European Region",2020-02-16,0,2020-03-08,1,0,1,20.06917817,41.14595803
"102","Albania","European Region",2020-02-17,0,2020-03-08,1,0,1,20.06917817,41.14595803
"103","Albania","European Region",2020-02-18,0,2020-03-08,1,0,1,20.06917817,41.14595803
"104","Albania","European Region",2020-02-19,0,2020-03-08,1,0,1,20.06917817,41.14595803
"105","Albania","European Region",2020-02-20,0,2020-03-08,1,0,1,20.06917817,41.14595803
"106","Albania","European Region",2020-02-21,0,2020-03-08,1,0,1,20.06917817,41.14595803
"107","Albania","European Region",2020-02-22,0,2020-03-08,1,0,1,20.06917817,41.14595803
"108","Albania","European Region",2020-02-23,0,2020-03-08,1,0,1,20.06917817,41.14595803
"109","Albania","European Region",2020-02-24,0,2020-03-08,1,0,1,20.06917817,41.14595803
"110","Albania","European Region",2020-02-25,0,2020-03-08,1,0,1,20.06917817,41.14595803
"111","Albania","European Region",2020-02-26,0,2020-03-08,1,0,1,20.06917817,41.14595803
"112","Albania","European Region",2020-02-27,0,2020-03-08,1,0,1,20.06917817,41.14595803
